Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,P,F,M,P_score,F_score,M_score,PFM_score,Segment (EN),Segment_Group
2475,23,Male,T-shirt,Clothing,76,North Carolina,M,Olive,Fall,3.2,No,Store Pickup,No,No,19,Bank Transfer,quarterly,19,2,76,4,2,4,424,Active Regulars,Potential & Promising
2476,69,Male,Dress,Clothing,43,California,S,Lavender,Summer,3.5,No,Next Day Air,No,No,36,Venmo,monthly,36,2,43,2,2,2,222,Dormant Shoppers,Hibernating & Lost
2477,60,Male,Hat,Accessories,60,Colorado,M,Turquoise,Summer,3.7,No,Next Day Air,No,No,28,Cash,monthly,28,2,60,3,2,3,323,Potential Loyal,Potential & Promising
2478,25,Male,Gloves,Accessories,40,California,L,Turquoise,Spring,3.8,No,2-Day Shipping,No,No,29,PayPal,weekly,29,1,40,3,3,2,332,Dormant Shoppers,Hibernating & Lost
2479,18,Male,Socks,Clothing,93,Vermont,S,Maroon,Winter,4.8,No,2-Day Shipping,No,No,9,Bank Transfer,every 3 months,9,2,93,5,2,5,525,Active Regulars,Potential & Promising
2480,37,Male,Dress,Clothing,98,Kansas,S,Olive,Fall,4.2,No,Standard,No,No,26,Credit Card,every 3 months,26,2,98,3,2,5,325,Needs Engagement,High Risk & Need Attention
2481,61,Male,Socks,Clothing,91,Ohio,XL,Maroon,Summer,2.9,No,Next Day Air,No,No,7,Credit Card,fortnightly,7,1,91,5,3,5,535,Needs Engagement,High Risk & Need Attention
2482,41,Male,Belt,Accessories,92,New Jersey,XL,Cyan,Fall,2.9,No,Free Shipping,No,No,35,Debit Card,weekly,35,1,92,2,3,5,235,At Risk (Strong),Hibernating & Lost
2483,69,Male,Handbag,Accessories,87,Arizona,S,Peach,Winter,4.8,No,Next Day Air,No,No,46,Credit Card,every 3 months,46,2,87,1,2,5,125,At Risk (Strong),Hibernating & Lost
2484,32,Male,Skirt,Clothing,96,Arizona,S,Teal,Fall,2.9,No,Standard,No,No,8,Debit Card,monthly,8,2,96,5,2,5,525,Active Regulars,Potential & Promising
2485,60,Male,Hoodie,Clothing,97,New Hampshire,M,Green,Summer,4.8,No,2-Day Shipping,No,No,50,Cash,every 3 months,50,2,97,1,2,5,125,At Risk (Strong),Hibernating & Lost
2486,43,Male,Blouse,Clothing,55,Louisiana,M,Beige,Spring,4.6,No,2-Day Shipping,No,No,37,Bank Transfer,annually,37,3,55,2,1,3,213,At Risk,Hibernating & Lost
2487,61,Male,Jeans,Clothing,58,Texas,L,Magenta,Spring,4.4,No,Store Pickup,No,No,6,Credit Card,fortnightly,6,1,58,5,3,3,533,Potential Loyal,Potential & Promising
2488,57,Male,Boots,Footwear,21,Montana,L,Violet,Spring,3,No,Next Day Air,No,No,16,PayPal,bi-weekly,16,1,21,4,3,1,431,Potential Loyal,Potential & Promising
2489,56,Male,Handbag,Accessories,82,New Hampshire,XL,Charcoal,Summer,4.4,No,Express,No,No,30,PayPal,monthly,30,2,82,3,2,4,324,Needs Engagement,High Risk & Need Attention
2490,66,Male,Coat,Outerwear,34,South Dakota,M,Green,Winter,3.9,No,Express,No,No,50,Venmo,quarterly,50,2,34,1,2,1,121,Lost Shoppers,Hibernating & Lost
2491,52,Male,Blouse,Clothing,78,Montana,M,Gray,Spring,4,No,Free Shipping,No,No,5,Cash,every 3 months,5,2,78,5,2,4,524,Active Regulars,Potential & Promising
2492,63,Male,Handbag,Accessories,47,North Carolina,M,Magenta,Spring,2.5,No,Express,No,No,15,Bank Transfer,monthly,15,2,47,4,2,2,422,New Shoppers,Potential & Promising
2493,50,Male,Sunglasses,Accessories,96,South Dakota,S,Silver,Summer,4.1,No,Next Day Air,No,No,34,Bank Transfer,bi-weekly,34,1,96,2,3,5,235,At Risk (Strong),Hibernating & Lost
2494,21,Male,Socks,Clothing,23,Maine,S,Beige,Fall,4.8,No,2-Day Shipping,No,No,6,Venmo,every 3 months,6,2,23,5,2,1,521,Active Regulars,Potential & Promising
2495,42,Male,Shoes,Footwear,27,Oklahoma,S,Peach,Winter,2.6,No,Store Pickup,No,No,26,Debit Card,annually,26,3,27,3,1,1,311,New Shoppers,Potential & Promising
2496,40,Male,Backpack,Accessories,37,Nebraska,XL,Orange,Spring,3.1,No,Free Shipping,No,No,34,Credit Card,every 3 months,34,2,37,2,2,2,222,Dormant Shoppers,Hibernating & Lost
2497,67,Male,Scarf,Accessories,79,Illinois,S,Yellow,Summer,3.2,No,Store Pickup,No,No,37,Credit Card,weekly,37,1,79,2,3,4,234,At Risk (Strong),Hibernating & Lost
2498,35,Male,Backpack,Accessories,40,Colorado,M,Violet,Summer,4.2,No,Standard,No,No,28,Bank Transfer,annually,28,3,40,3,1,2,312,At Risk,Hibernating & Lost
2499,18,Male,Coat,Outerwear,39,Massachusetts,S,Green,Fall,2.6,No,Next Day Air,No,No,38,Cash,fortnightly,38,1,39,2,3,2,232,Dormant Shoppers,Hibernating & Lost
2500,52,Male,Hoodie,Clothing,73,Louisiana,L,Pink,Summer,3.1,No,Next Day Air,No,No,2,Cash,quarterly,2,2,73,5,2,4,524,Active Regulars,Potential & Promising
2501,59,Male,Gloves,Accessories,84,Massachusetts,M,Violet,Fall,2.9,No,Store Pickup,No,No,32,Cash,bi-weekly,32,1,84,2,3,4,234,At Risk (Strong),Hibernating & Lost
2502,49,Male,Shorts,Clothing,94,West Virginia,M,Violet,Fall,4.6,No,Free Shipping,No,No,30,Venmo,bi-weekly,30,1,94,3,3,5,335,Loyal Buyers,Champions & Loyal
2503,46,Male,Skirt,Clothing,47,Idaho,L,Pink,Spring,4.1,No,Standard,No,No,17,PayPal,every 3 months,17,2,47,4,2,2,422,New Shoppers,Potential & Promising
2504,69,Male,Boots,Footwear,77,Ohio,M,Violet,Summer,2.5,No,Store Pickup,No,No,5,Debit Card,bi-weekly,5,1,77,5,3,4,534,Needs Engagement,High Risk & Need Attention
2505,56,Male,Shorts,Clothing,94,Rhode Island,M,Turquoise,Winter,4,No,Store Pickup,No,No,31,Cash,bi-weekly,31,1,94,2,3,5,235,At Risk (Strong),Hibernating & Lost
2506,27,Male,Handbag,Accessories,75,Illinois,M,Cyan,Summer,3.5,No,Express,No,No,43,PayPal,quarterly,43,2,75,1,2,4,124,At Risk (Strong),Hibernating & Lost
2507,57,Male,Dress,Clothing,82,New York,XL,Orange,Spring,4.4,No,Free Shipping,No,No,19,Venmo,annually,19,3,82,4,1,4,414,Active Regulars,Potential & Promising
2508,58,Male,Shoes,Footwear,36,Louisiana,M,Cyan,Fall,2.9,No,Store Pickup,No,No,32,Credit Card,every 3 months,32,2,36,2,2,2,222,Dormant Shoppers,Hibernating & Lost
2509,23,Male,Sneakers,Footwear,90,California,XL,Indigo,Spring,3.1,No,2-Day Shipping,No,No,5,Debit Card,bi-weekly,5,1,90,5,3,5,535,Needs Engagement,High Risk & Need Attention
2510,19,Male,Socks,Clothing,48,Washington,M,Black,Spring,4.4,No,Free Shipping,No,No,9,Bank Transfer,quarterly,9,2,48,5,2,2,522,Active Regulars,Potential & Promising
2511,40,Male,Jacket,Outerwear,42,South Dakota,L,Purple,Winter,4.4,No,Standard,No,No,48,Credit Card,weekly,48,1,42,1,3,2,132,Dormant Shoppers,Hibernating & Lost
2512,54,Male,Backpack,Accessories,33,Idaho,M,Cyan,Summer,2.7,No,Store Pickup,No,No,1,PayPal,quarterly,1,2,33,5,2,1,521,Active Regulars,Potential & Promising
2513,50,Male,Socks,Clothing,63,North Dakota,M,Green,Summer,4.9,No,Free Shipping,No,No,20,Credit Card,monthly,20,2,63,4,2,3,423,Potential Loyal,Potential & Promising
2514,69,Male,Handbag,Accessories,53,Washington,L,Teal,Winter,3.5,No,2-Day Shipping,No,No,42,Cash,annually,42,3,53,1,1,3,113,High-Value At Risk,High Risk & Need Attention
2515,42,Male,Hat,Accessories,37,Alaska,L,Teal,Spring,4.8,No,Free Shipping,No,No,45,PayPal,bi-weekly,45,1,37,1,3,2,132,Dormant Shoppers,Hibernating & Lost
2516,37,Male,Blouse,Clothing,92,Kansas,M,Magenta,Summer,4.2,No,2-Day Shipping,No,No,41,Cash,monthly,41,2,92,1,2,5,125,At Risk (Strong),Hibernating & Lost
2517,46,Male,Shorts,Clothing,73,Utah,XL,Brown,Spring,4.6,No,Standard,No,No,36,Debit Card,quarterly,36,2,73,2,2,4,224,At Risk (Strong),Hibernating & Lost
2518,64,Male,Shirt,Clothing,38,Wyoming,L,Orange,Spring,2.9,No,Standard,No,No,10,Venmo,annually,10,3,38,5,1,2,512,New Shoppers,Potential & Promising
2519,20,Male,Boots,Footwear,51,Maine,XL,Blue,Fall,4,No,Store Pickup,No,No,31,Venmo,annually,31,3,51,2,1,2,212,Dormant Shoppers,Hibernating & Lost
2520,40,Male,Jacket,Outerwear,90,Michigan,L,Magenta,Spring,4.9,No,Standard,No,No,21,Credit Card,quarterly,21,2,90,3,2,5,325,Needs Engagement,High Risk & Need Attention
2521,64,Male,Jacket,Outerwear,56,Illinois,L,Magenta,Summer,3.1,No,Next Day Air,No,No,16,Cash,every 3 months,16,2,56,4,2,3,423,Potential Loyal,Potential & Promising
2522,29,Male,Handbag,Accessories,33,Minnesota,M,Magenta,Fall,4.4,No,Standard,No,No,18,PayPal,every 3 months,18,2,33,4,2,1,421,New Shoppers,Potential & Promising
2523,20,Male,Belt,Accessories,53,Massachusetts,S,Olive,Winter,2.5,No,2-Day Shipping,No,No,20,Debit Card,weekly,20,1,53,4,3,3,433,Potential Loyal,Potential & Promising
2524,43,Male,Handbag,Accessories,24,New Jersey,S,Cyan,Spring,3.4,No,Express,No,No,21,Bank Transfer,annually,21,3,24,3,1,1,311,New Shoppers,Potential & Promising
2525,60,Male,Coat,Outerwear,59,Kansas,M,Purple,Spring,3.7,No,Express,No,No,23,Credit Card,quarterly,23,2,59,3,2,3,323,Potential Loyal,Potential & Promising
2526,39,Male,Sweater,Clothing,72,Kentucky,M,Purple,Winter,4.2,No,Standard,No,No,20,PayPal,weekly,20,1,72,4,3,4,434,Needs Engagement,High Risk & Need Attention
2527,47,Male,Shorts,Clothing,28,Rhode Island,S,Peach,Spring,3.4,No,Express,No,No,30,PayPal,bi-weekly,30,1,28,3,3,1,331,At Risk,Hibernating & Lost
2528,19,Male,Pants,Clothing,36,Illinois,M,Gold,Fall,3.6,No,Express,No,No,33,Bank Transfer,every 3 months,33,2,36,2,2,2,222,Dormant Shoppers,Hibernating & Lost
2529,52,Male,Jewelry,Accessories,47,Alabama,S,Peach,Fall,4.7,No,2-Day Shipping,No,No,31,Debit Card,monthly,31,2,47,2,2,2,222,Dormant Shoppers,Hibernating & Lost
2530,34,Male,Gloves,Accessories,62,Tennessee,M,Magenta,Spring,4.7,No,Next Day Air,No,No,48,Bank Transfer,monthly,48,2,62,1,2,3,123,Dormant Shoppers,Hibernating & Lost
2531,25,Male,Skirt,Clothing,98,Massachusetts,S,Cyan,Spring,3.6,No,Free Shipping,No,No,28,Debit Card,weekly,28,1,98,3,3,5,335,Loyal Buyers,Champions & Loyal
2532,43,Male,Sandals,Footwear,28,Texas,M,Violet,Summer,4.6,No,Free Shipping,No,No,7,Cash,every 3 months,7,2,28,5,2,1,521,Active Regulars,Potential & Promising
2533,55,Male,Socks,Clothing,86,Nebraska,S,Charcoal,Summer,2.6,No,Next Day Air,No,No,4,Debit Card,weekly,4,1,86,5,3,5,535,Needs Engagement,High Risk & Need Attention
2534,66,Male,Jewelry,Accessories,46,Pennsylvania,S,Blue,Summer,3.1,No,Standard,No,No,49,Cash,bi-weekly,49,1,46,1,3,2,132,Dormant Shoppers,Hibernating & Lost
2535,41,Male,Sunglasses,Accessories,42,Virginia,XL,Red,Fall,3.2,No,Free Shipping,No,No,22,Cash,weekly,22,1,42,3,3,2,332,Dormant Shoppers,Hibernating & Lost
2536,47,Male,Coat,Outerwear,80,Vermont,S,Purple,Winter,3.9,No,Express,No,No,39,Bank Transfer,fortnightly,39,1,80,2,3,4,234,At Risk (Strong),Hibernating & Lost
2537,51,Male,Belt,Accessories,39,Oklahoma,L,Gray,Spring,4.9,No,Express,No,No,45,PayPal,every 3 months,45,2,39,1,2,2,122,Dormant Shoppers,Hibernating & Lost
2538,44,Male,Coat,Outerwear,49,Maine,M,Purple,Summer,4.1,No,2-Day Shipping,No,No,30,PayPal,fortnightly,30,1,49,3,3,2,332,Dormant Shoppers,Hibernating & Lost
2539,18,Male,Scarf,Accessories,32,New Jersey,M,Silver,Summer,4.2,No,Next Day Air,No,No,33,Credit Card,bi-weekly,33,1,32,2,3,1,231,At Risk,Hibernating & Lost
2540,33,Male,Sandals,Footwear,73,Massachusetts,M,Purple,Fall,4.1,No,Next Day Air,No,No,24,Cash,bi-weekly,24,1,73,3,3,4,334,Needs Engagement,High Risk & Need Attention
2541,24,Male,Belt,Accessories,42,New Jersey,M,Charcoal,Summer,3.9,No,Free Shipping,No,No,11,Debit Card,quarterly,11,2,42,4,2,2,422,New Shoppers,Potential & Promising
2542,33,Male,Scarf,Accessories,58,Washington,M,Silver,Spring,2.7,No,Next Day Air,No,No,13,Venmo,every 3 months,13,2,58,4,2,3,423,Potential Loyal,Potential & Promising
2543,61,Male,Jewelry,Accessories,22,Arkansas,M,White,Winter,3.7,No,Express,No,No,27,PayPal,annually,27,3,22,3,1,1,311,New Shoppers,Potential & Promising
2544,27,Male,Scarf,Accessories,56,West Virginia,L,Peach,Spring,2.7,No,Next Day Air,No,No,30,PayPal,bi-weekly,30,1,56,3,3,3,333,Potential Loyal,Potential & Promising
2545,46,Male,Pants,Clothing,70,Delaware,M,Red,Spring,2.5,No,Next Day Air,No,No,39,Venmo,quarterly,39,2,70,2,2,4,224,At Risk (Strong),Hibernating & Lost
2546,38,Male,Shoes,Footwear,50,Texas,L,Olive,Spring,3.9,No,Free Shipping,No,No,10,Debit Card,annually,10,3,50,5,1,2,512,New Shoppers,Potential & Promising
2547,63,Male,Boots,Footwear,21,Texas,L,Gray,Summer,3,No,Express,No,No,4,Credit Card,quarterly,4,2,21,5,2,1,521,Active Regulars,Potential & Promising
2548,47,Male,Jacket,Outerwear,97,Mississippi,M,Beige,Summer,3.2,No,2-Day Shipping,No,No,16,Cash,weekly,16,1,97,4,3,5,435,Loyal Buyers,Champions & Loyal
2549,42,Male,Backpack,Accessories,63,Texas,L,Pink,Winter,3.8,No,Standard,No,No,34,Credit Card,monthly,34,2,63,2,2,3,223,Dormant Shoppers,Hibernating & Lost
2550,41,Male,Jacket,Outerwear,60,Virginia,M,Red,Fall,2.7,No,Standard,No,No,11,Debit Card,every 3 months,11,2,60,4,2,3,423,Potential Loyal,Potential & Promising
2551,53,Male,Boots,Footwear,52,New Hampshire,XL,Peach,Fall,3,No,Store Pickup,No,No,30,Debit Card,fortnightly,30,1,52,3,3,3,333,Potential Loyal,Potential & Promising
2552,29,Male,Shoes,Footwear,32,Minnesota,M,Maroon,Winter,4.1,No,Next Day Air,No,No,40,Debit Card,annually,40,3,32,2,1,1,211,Dormant Shoppers,Hibernating & Lost
2553,61,Male,Belt,Accessories,48,Maryland,XL,Purple,Spring,3.2,No,2-Day Shipping,No,No,13,Credit Card,annually,13,3,48,4,1,2,412,New Shoppers,Potential & Promising
2554,69,Male,Jewelry,Accessories,25,Vermont,M,Maroon,Summer,4.5,No,Store Pickup,No,No,28,Venmo,every 3 months,28,2,25,3,2,1,321,At Risk,Hibernating & Lost
2555,51,Male,Jewelry,Accessories,68,Kansas,M,Gray,Summer,4.3,No,Store Pickup,No,No,49,Debit Card,bi-weekly,49,1,68,1,3,3,133,At Risk (Strong),Hibernating & Lost
2556,24,Male,Pants,Clothing,74,Idaho,M,Gray,Fall,3.5,No,Standard,No,No,23,Credit Card,weekly,23,1,74,3,3,4,334,Needs Engagement,High Risk & Need Attention
2557,24,Male,T-shirt,Clothing,88,Montana,XL,Magenta,Fall,3.1,No,Standard,No,No,4,Bank Transfer,quarterly,4,2,88,5,2,5,525,Active Regulars,Potential & Promising
2558,70,Male,Shorts,Clothing,23,Oklahoma,L,Cyan,Spring,3.9,No,Standard,No,No,17,PayPal,fortnightly,17,1,23,4,3,1,431,Potential Loyal,Potential & Promising
2559,49,Male,Hoodie,Clothing,32,California,M,Silver,Fall,2.7,No,Express,No,No,24,PayPal,fortnightly,24,1,32,3,3,1,331,At Risk,Hibernating & Lost
2560,48,Male,Belt,Accessories,71,Mississippi,S,Green,Winter,4,No,Free Shipping,No,No,21,Debit Card,every 3 months,21,2,71,3,2,4,324,Needs Engagement,High Risk & Need Attention
2561,58,Male,Boots,Footwear,62,California,M,Violet,Spring,2.7,No,Next Day Air,No,No,17,Debit Card,bi-weekly,17,1,62,4,3,3,433,Potential Loyal,Potential & Promising
2562,32,Male,Hoodie,Clothing,20,New York,L,Magenta,Spring,2.7,No,Free Shipping,No,No,22,Debit Card,quarterly,22,2,20,3,2,1,321,At Risk,Hibernating & Lost
2563,57,Male,Shorts,Clothing,62,Arizona,XL,Yellow,Spring,4.7,No,Standard,No,No,27,Cash,fortnightly,27,1,62,3,3,3,333,Potential Loyal,Potential & Promising
2564,69,Male,Backpack,Accessories,81,Massachusetts,XL,Gray,Winter,4.5,No,Standard,No,No,1,Venmo,every 3 months,1,2,81,5,2,4,524,Active Regulars,Potential & Promising
2565,42,Male,Scarf,Accessories,90,Kentucky,L,Indigo,Winter,3,No,2-Day Shipping,No,No,27,Bank Transfer,weekly,27,1,90,3,3,5,335,Loyal Buyers,Champions & Loyal
2566,30,Male,Socks,Clothing,43,Vermont,S,Indigo,Fall,3.6,No,Store Pickup,No,No,8,Venmo,quarterly,8,2,43,5,2,2,522,Active Regulars,Potential & Promising
2567,35,Male,Handbag,Accessories,38,Missouri,S,Yellow,Fall,3.3,No,Standard,No,No,43,PayPal,quarterly,43,2,38,1,2,2,122,Dormant Shoppers,Hibernating & Lost
2568,19,Male,Sunglasses,Accessories,25,Michigan,XL,Gold,Spring,4.3,No,Store Pickup,No,No,24,Cash,fortnightly,24,1,25,3,3,1,331,At Risk,Hibernating & Lost
2569,52,Male,T-shirt,Clothing,98,Texas,XL,Green,Winter,4.3,No,Express,No,No,29,PayPal,fortnightly,29,1,98,3,3,5,335,Loyal Buyers,Champions & Loyal
2570,42,Male,Dress,Clothing,75,New York,M,Charcoal,Spring,4.8,No,Free Shipping,No,No,10,Bank Transfer,bi-weekly,10,1,75,5,3,4,534,Needs Engagement,High Risk & Need Attention
2571,36,Male,Sneakers,Footwear,27,New Mexico,XL,Olive,Spring,4,No,Store Pickup,No,No,12,PayPal,fortnightly,12,1,27,4,3,1,431,Potential Loyal,Potential & Promising
2572,45,Male,Sunglasses,Accessories,27,Mississippi,L,Black,Winter,3.5,No,Standard,No,No,48,Cash,fortnightly,48,1,27,1,3,1,131,Lost Shoppers,Hibernating & Lost
2573,54,Male,Blouse,Clothing,42,Washington,M,Silver,Fall,3.9,No,Next Day Air,No,No,40,Bank Transfer,quarterly,40,2,42,2,2,2,222,Dormant Shoppers,Hibernating & Lost
2574,54,Male,T-shirt,Clothing,90,New Mexico,M,Red,Summer,4.4,No,Store Pickup,No,No,1,Bank Transfer,annually,1,3,90,5,1,5,515,Active Regulars,Potential & Promising
2575,27,Male,Hat,Accessories,63,Florida,M,Brown,Summer,4.6,No,2-Day Shipping,No,No,26,Credit Card,fortnightly,26,1,63,3,3,3,333,Potential Loyal,Potential & Promising
2576,53,Male,Shorts,Clothing,96,Minnesota,M,Silver,Fall,4,No,Express,No,No,9,PayPal,annually,9,3,96,5,1,5,515,Active Regulars,Potential & Promising
2577,20,Male,Hoodie,Clothing,40,New Hampshire,M,Silver,Winter,4.2,No,Free Shipping,No,No,19,Debit Card,quarterly,19,2,40,4,2,2,422,New Shoppers,Potential & Promising
2578,52,Male,Socks,Clothing,39,Minnesota,L,Black,Fall,4.5,No,Next Day Air,No,No,37,Bank Transfer,monthly,37,2,39,2,2,2,222,Dormant Shoppers,Hibernating & Lost
2579,54,Male,Sunglasses,Accessories,48,Vermont,M,Purple,Fall,3.9,No,Free Shipping,No,No,3,Cash,quarterly,3,2,48,5,2,2,522,Active Regulars,Potential & Promising
2580,65,Male,Blouse,Clothing,20,Minnesota,M,Purple,Summer,3.7,No,Express,No,No,40,Venmo,weekly,40,1,20,2,3,1,231,At Risk,Hibernating & Lost
2581,43,Male,Jeans,Clothing,29,Massachusetts,S,Turquoise,Summer,3.6,No,Store Pickup,No,No,13,Bank Transfer,quarterly,13,2,29,4,2,1,421,New Shoppers,Potential & Promising
2582,57,Male,Dress,Clothing,81,Wyoming,M,Gold,Winter,4.7,No,Express,No,No,48,Credit Card,monthly,48,2,81,1,2,4,124,At Risk (Strong),Hibernating & Lost
2583,19,Male,Dress,Clothing,98,South Dakota,S,Indigo,Fall,3.6,No,2-Day Shipping,No,No,4,Venmo,every 3 months,4,2,98,5,2,5,525,Active Regulars,Potential & Promising
2584,69,Male,Jeans,Clothing,93,Oklahoma,M,Lavender,Fall,2.5,No,Next Day Air,No,No,9,Cash,weekly,9,1,93,5,3,5,535,Needs Engagement,High Risk & Need Attention
2585,26,Male,Socks,Clothing,30,Florida,L,Blue,Summer,2.9,No,Store Pickup,No,No,26,Bank Transfer,bi-weekly,26,1,30,3,3,1,331,At Risk,Hibernating & Lost
2586,57,Male,Sunglasses,Accessories,37,Wisconsin,L,Maroon,Fall,4.4,No,Free Shipping,No,No,19,Debit Card,weekly,19,1,37,4,3,2,432,Potential Loyal,Potential & Promising
2587,20,Male,Coat,Outerwear,28,Maine,L,Yellow,Winter,4.6,No,Express,No,No,1,Credit Card,every 3 months,1,2,28,5,2,1,521,Active Regulars,Potential & Promising
2588,55,Male,Scarf,Accessories,29,Connecticut,M,Purple,Winter,3.7,No,Express,No,No,29,PayPal,every 3 months,29,2,29,3,2,1,321,At Risk,Hibernating & Lost
2589,44,Male,Backpack,Accessories,49,Delaware,M,Peach,Summer,3.2,No,Free Shipping,No,No,38,Venmo,bi-weekly,38,1,49,2,3,2,232,Dormant Shoppers,Hibernating & Lost
2590,52,Male,Pants,Clothing,53,North Dakota,M,Silver,Winter,4.9,No,2-Day Shipping,No,No,31,PayPal,annually,31,3,53,2,1,3,213,At Risk,Hibernating & Lost
2591,57,Male,Gloves,Accessories,66,California,M,Turquoise,Summer,5,No,Free Shipping,No,No,35,Venmo,annually,35,3,66,2,1,3,213,At Risk,Hibernating & Lost
2592,40,Male,Jacket,Outerwear,61,New Mexico,S,Olive,Spring,3.3,No,Express,No,No,40,Cash,quarterly,40,2,61,2,2,3,223,Dormant Shoppers,Hibernating & Lost
2593,23,Male,Shorts,Clothing,23,Iowa,XL,Peach,Summer,4.4,No,Store Pickup,No,No,13,Venmo,quarterly,13,2,23,4,2,1,421,New Shoppers,Potential & Promising
2594,36,Male,Pants,Clothing,36,Colorado,S,Indigo,Fall,4.7,No,Store Pickup,No,No,9,Bank Transfer,every 3 months,9,2,36,5,2,2,522,Active Regulars,Potential & Promising
2595,59,Male,Skirt,Clothing,81,Montana,L,Indigo,Fall,3.6,No,Free Shipping,No,No,25,Cash,every 3 months,25,2,81,3,2,4,324,Needs Engagement,High Risk & Need Attention
2596,29,Male,Blouse,Clothing,56,Iowa,XL,Maroon,Summer,3.2,No,Free Shipping,No,No,3,Bank Transfer,bi-weekly,3,1,56,5,3,3,533,Potential Loyal,Potential & Promising
2597,63,Male,Shirt,Clothing,78,Louisiana,L,Black,Spring,3,No,Next Day Air,No,No,35,Credit Card,monthly,35,2,78,2,2,4,224,At Risk (Strong),Hibernating & Lost
2598,60,Male,Jewelry,Accessories,25,Alabama,XL,Teal,Summer,4.4,No,Store Pickup,No,No,13,Venmo,bi-weekly,13,1,25,4,3,1,431,Potential Loyal,Potential & Promising
2599,64,Male,Backpack,Accessories,86,Nevada,XL,Olive,Fall,3.3,No,Express,No,No,31,Debit Card,annually,31,3,86,2,1,5,215,High-Value At Risk,High Risk & Need Attention
2600,63,Male,Jewelry,Accessories,99,Vermont,M,Gold,Winter,3.4,No,Express,No,No,48,Credit Card,monthly,48,2,99,1,2,5,125,At Risk (Strong),Hibernating & Lost
2601,21,Male,Belt,Accessories,83,New York,M,Gray,Fall,3.9,No,Express,No,No,6,Bank Transfer,bi-weekly,6,1,83,5,3,4,534,Needs Engagement,High Risk & Need Attention
2602,61,Male,Dress,Clothing,33,Mississippi,L,Orange,Winter,2.9,No,Store Pickup,No,No,43,Cash,monthly,43,2,33,1,2,1,121,Lost Shoppers,Hibernating & Lost
2603,65,Male,Coat,Outerwear,44,South Carolina,M,Black,Fall,2.9,No,Free Shipping,No,No,1,Venmo,quarterly,1,2,44,5,2,2,522,Active Regulars,Potential & Promising
2604,69,Male,Dress,Clothing,58,Washington,M,Teal,Spring,2.7,No,2-Day Shipping,No,No,8,Cash,annually,8,3,58,5,1,3,513,Active Regulars,Potential & Promising
2605,47,Male,Sweater,Clothing,54,Colorado,M,Beige,Spring,3.4,No,Store Pickup,No,No,6,Debit Card,weekly,6,1,54,5,3,3,533,Potential Loyal,Potential & Promising
2606,41,Male,Hoodie,Clothing,93,Nevada,M,White,Spring,3.7,No,2-Day Shipping,No,No,32,Venmo,fortnightly,32,1,93,2,3,5,235,At Risk (Strong),Hibernating & Lost
2607,68,Male,Shoes,Footwear,98,Nevada,L,Turquoise,Spring,4.7,No,Standard,No,No,46,Bank Transfer,bi-weekly,46,1,98,1,3,5,135,At Risk (Strong),Hibernating & Lost
2608,41,Male,Shoes,Footwear,36,Oklahoma,XL,Teal,Spring,3.1,No,Express,No,No,38,PayPal,every 3 months,38,2,36,2,2,2,222,Dormant Shoppers,Hibernating & Lost
2609,42,Male,Jacket,Outerwear,68,Mississippi,L,Orange,Fall,4.2,No,2-Day Shipping,No,No,48,Credit Card,fortnightly,48,1,68,1,3,3,133,At Risk (Strong),Hibernating & Lost
2610,66,Male,Backpack,Accessories,95,Arkansas,M,Black,Summer,3,No,Store Pickup,No,No,18,Debit Card,bi-weekly,18,1,95,4,3,5,435,Loyal Buyers,Champions & Loyal
2611,66,Male,Jeans,Clothing,93,West Virginia,M,Violet,Spring,3.1,No,Express,No,No,25,Cash,quarterly,25,2,93,3,2,5,325,Needs Engagement,High Risk & Need Attention
